Lokal      	Galactic     	Teta            	R +- err
         	"PGC012798	"	1.0778083707848074	38.364+-0.018
         	"NGC4496A	"	1.0037460382707495	38.364+-0.018
         	"UGC02370	"	1.2067300256361504	38.364+-0.018
         	"UGC05151	"	1.2906355271051388	38.364+-0.018
         	"PGC165693	"	1.0968698164073474	38.364+-0.018
         	"PGC014768	"	1.0023076470125114	38.364+-0.018
         	"NGC3287	"	1.2152357597561203	38.364+-0.018
         	"IC4986	"	1.1820189991730972	38.364+-0.018
         	"ESO427-034	"	1.0043656219060382	38.364+-0.018
         	"ESO595-010	"	1.1347619948974264	38.364+-0.018
         	"ESO013-016	"	1.63006640493462	38.364+-0.018
         	"ESO063-011	"	1.5781884712945373	38.364+-0.018
         	"UGC12344	"	1.1177823965996763	38.364+-0.018
         	"PGC036551	"	1.0138914333066782	38.364+-0.018
         	"ESO482-005	"	1.1444150274408014	38.364+-0.018
         	"PGC045195	"	1.1539414201910234	38.364+-0.018
         	"ESO580-022	"	1.760293569525834	38.364+-0.018
         	"IC3259	"	1.0070785659515926	38.364+-0.018
         	"ESO236-006	"	1.0463128972763167	38.364+-0.018
         	"ESO161-001	"	1.001390910746045	38.364+-0.018
         	"ESO505-003	"	1.0772601069598535	38.364+-0.018
         	"ESO010-004	"	1.294224590921491	38.364+-0.018
         	"ESO418-008	"	1.2564096874853095	38.364+-0.018
         	"NGC4633	"	1.0780571198343045	38.364+-0.018
         	"ESO548-021	"	1.7938845641537633	38.364+-0.018
         	"ESO504-030	"	1.005165943960583	38.364+-0.018
         	"IC3414	"	1.0858257823798039	38.364+-0.018
         	"NGC0045	"	1.2377660661791967	38.364+-0.018
         	"UGC06531	"	1.119978826812988	38.364+-0.018
         	"PGC009559	"	1.0575686560690036	38.364+-0.018
         	"NGC4534	"	1.1258640400235447	38.364+-0.018
         	"NGC4517A	"	1.0013637207973225	38.364+-0.018
         	"NGC5789	"	1.4230670018839635	38.364+-0.018
         	"NGC2427	"	1.0730223699512387	38.364+-0.018
         	"ESO007-006	"	1.5739765388702227	38.364+-0.018
         	"UGC11861	"	1.3783379766701902	38.364+-0.018
         	"ESO491-009	"	1.179792530820006	38.364+-0.018
         	"ESO150-005	"	1.2230643502539615	38.364+-0.018
         	"UGC09364	"	1.08104531864672	38.364+-0.018
         	"PGC052618	"	1.138330558263073	38.364+-0.018
         	"IC0284	"	1.1810042855941236	38.364+-0.018
         	"NGC7250	"	1.262688332618604	38.364+-0.018
         	"IC0600	"	1.1349586657635466	38.364+-0.018
         	"NGC3659	"	1.00116073712915	38.364+-0.018
         	"UGC05349	"	1.7002091108687298	38.364+-0.018
         	"UGC05376	"	1.0707783206233323	38.364+-0.018
         	"NGC4027	"	1.4245834999059304	38.364+-0.018
         	"ESO328-043	"	1.2090676188114506	38.364+-0.018
         	"UGC11557	"	1.1083257459306883	38.364+-0.018
         	"ESO293-045	"	1.0062738445914619	38.364+-0.018
         	"ESO219-022	"	1.4866376925522853	38.364+-0.018
         	"ESO400-025	"	1.1830468819874085	38.364+-0.018
         	"UGC03390	"	1.1762501454346823	38.364+-0.018
         	"PGC044506	"	1.0018726110856921	38.364+-0.018
         	"NGC4592	"	1.101415341668242	38.364+-0.018
         	"ESO513-004	"	1.377799079522394	38.364+-0.018
         	"PGC091755	"	1.233302949584437	38.364+-0.018
         	"ESO289-026	"	1.1481757430513775	38.364+-0.018
         	"ESO347-029	"	1.0176902794087699	38.364+-0.018
         	"UGC09470	"	1.3077785004352054	38.364+-0.018
         	"UGC01240	"	1.520248625136144	38.364+-0.018
         	"PGC044278	"	1.0279470636667394	38.364+-0.018
         	"NGC4423	"	1.7988669469769405	38.364+-0.018
         	"UGC00132	"	1.0040784758976982	38.364+-0.018
         	"ESO054-021	"	1.5528044538727963	38.364+-0.018
         	"ESO137-027	"	1.2688007167239281	38.364+-0.018
         	"IC1291	"	1.0009219910990852	38.364+-0.018
         	"ESO384-005	"	1.298347946809387	38.364+-0.018
         	"NGC5147	"	1.0308066972568914	38.364+-0.018
         	"ESO440-004	"	1.0745468277850034	38.364+-0.018
         	"NGC3057	"	1.1088938921017613	38.364+-0.018
         	"UGC04543	"	1.2746569464347888	38.364+-0.018
         	"NGC4236	"	1.6134117675860007	38.364+-0.018
         	"NGC3264	"	1.0870009955025972	38.364+-0.018
         	"PGC170174	"	1.1460279373460702	38.364+-0.018
         	"PGC015869	"	1.3360738341542278	38.364+-0.018
         	"ESO433-002	"	1.284079747530945	38.364+-0.018
         	"UGC12069	"	1.0069201210685153	38.364+-0.018
         	"UGC04549	"	1.456016748942205	38.364+-0.018
         	"ESO305-009	"	1.0725554727205675	38.364+-0.018
         	"PGC048087	"	1.0469474397507466	38.364+-0.018
         	"NGC0337A	"	1.1185181210372093	38.364+-0.018
         	"ESO149-001	"	1.6851668250839773	38.364+-0.018
         	"IC2329	"	1.0348792031327414	38.364+-0.018
         	"PGC009272	"	1.5965854049686579	38.364+-0.018
         	"UGC11651	"	1.1466154851184704	38.364+-0.018
         	"UGC03602	"	1.0019142485384536	38.364+-0.018
         	"UGC10054	"	1.0326115460726422	38.364+-0.018
         	"UGC08489	"	1.278380630859163	38.364+-0.018
         	"UGC10806	"	1.1120273636871263	38.364+-0.018
         	"UGC04722	"	1.0232755954041584	38.364+-0.018
         	"PGC014487	"	1.2070137831265264	38.364+-0.018
         	"PGC016389	"	1.0241231815374565	38.364+-0.018
         	"IC0163	"	1.0569090092321105	38.364+-0.018
         	"UGC05612	"	1.2785716467409445	38.364+-0.018
         	"PGC037238	"	1.0664027084781977	38.364+-0.018
         	"UGC05633	"	1.4608958027928975	38.364+-0.018
         	"ESO302-009	"	1.024473324468746	38.364+-0.018
         	"UGC04659	"	1.4553695911429225	38.364+-0.018
         	"ESO138-010	"	1.1451095896388506	38.364+-0.018
         	"UGC07189	"	1.0073603310725832	38.364+-0.018
         	"ESO384-002	"	1.2827110084198878	38.364+-0.018
         	"ESO358-054	"	1.1137652131042504	38.364+-0.018
         	"NGC3034	"	1.0859329079689644	38.364+-0.018
         	"IC4386	"	1.0120838566407155	38.364+-0.018
         	"UGC00328	"	1.015494218877482	38.364+-0.018
         	"PGC041965	"	1.1747290346167083	38.364+-0.018
         	"UGC12178	"	1.4707694219935832	38.364+-0.018
         	"UGC04540	"	1.0164256740509265	38.364+-0.018
         	"PGC053134	"	1.053910433455661	38.364+-0.018
         	"ESO008-008	"	1.1759806370714936	38.364+-0.018
         	"UGC04499	"	1.1060907318136644	38.364+-0.018
         	"UGC05738	"	1.8289781093462654	38.364+-0.018
         	"PGC005329	"	1.0122802664528885	38.364+-0.018
         	"UGC05187	"	1.6479963725321412	38.364+-0.018
         	"NGC3879	"	1.3453627310079646	38.364+-0.018
         	"PGC049521	"	1.7322718395498358	38.364+-0.018
         	"UGC05393	"	1.1947976121179031	38.364+-0.018
         	"ESO272-009	"	1.1494339518109524	38.364+-0.018
         	"ESO346-018	"	1.0239466253402656	38.364+-0.018
         	"PGC053568	"	1.7338680678790663	38.364+-0.018
         	"PGC007324	"	1.0068862413079962	38.364+-0.018
         	"UGC07579	"	1.8415896106414855	38.364+-0.018
         	"ESO508-034	"	1.636450046265477	38.364+-0.018
         	"NGC6168	"	1.2026804142975922	38.364+-0.018
         	"IC1014	"	1.0908171948354195	38.364+-0.018
         	"UGC05921	"	1.5303649716003493	38.364+-0.018
         	"PGC016850	"	1.5703049496118666	38.364+-0.018
         	"UGC01945	"	1.2435856153353735	38.364+-0.018
         	"UGC04482	"	1.0248942770913678	38.364+-0.018
         	"UGC02984	"	1.2844061861667677	38.364+-0.018
         	"NGC1518	"	1.0067537188447901	38.364+-0.018
         	"UGC12843	"	1.0037250828980255	38.364+-0.018
         	"ESO601-007	"	1.0056295119412189	38.364+-0.018
         	"ESO485-021	"	1.3845721233148185	38.364+-0.018
         	"NGC4299	"	1.1506475577885804	38.364+-0.018
         	"UGC04254	"	1.0873690932667361	38.364+-0.018
         	"IC3148	"	1.1642255758617335	38.364+-0.018
         	"NGC1507	"	1.0010984007955683	38.364+-0.018
         	"ESO505-013	"	1.3557858918279626	38.364+-0.018
         	"ESO444-033	"	1.0015386179425578	38.364+-0.018
         	"NGC3165	"	1.1597787933325459	38.364+-0.018
         	"IC3517	"	1.0000338837585752	38.364+-0.018
         	"ESO479-004	"	1.0035429864629337	38.364+-0.018
         	"NGC0428	"	1.0197458602279086	38.364+-0.018
         	"UGC12350	"	1.352786308191633	38.364+-0.018
         	"NGC7107	"	1.6163857335138325	38.364+-0.018
         	"NGC1879	"	1.8056615621454646	38.364+-0.018
         	"NGC3510	"	1.269012439702324	38.364+-0.018
         	"ESO438-007	"	1.0097452156203366	38.364+-0.018
         	"UGC09682	"	1.0983963074837113	38.364+-0.018
         	"IC3576	"	1.2961626039818395	38.364+-0.018
         	"UGC05675	"	1.0897600904818017	38.364+-0.018
         	"ESO556-019	"	1.0769176724911003	38.364+-0.018
         	"UGC04837	"	1.0762049719703628	38.364+-0.018
         	"ESO154-023	"	1.0916957859723178	38.364+-0.018
         	"UGC06682	"	1.073629522163168	38.364+-0.018
         	"UGC03475	"	1.196327077936965	38.364+-0.018
         	"ESO539-007	"	1.6375600285271203	38.364+-0.018
         	"ESO548-005	"	1.003633093013859	38.364+-0.018
         	"NGC0055	"	1.1943095461046251	38.364+-0.018
         	"NGC5486	"	1.2497672465787635	38.364+-0.018
         	"UGC12846	"	1.0626485023174324	38.364+-0.018
         	"NGC0853	"	1.6035506126748567	38.364+-0.018
         	"NGC4597	"	1.838203093586936	38.364+-0.018
         	"UGC07557	"	1.0000984762117051	38.364+-0.018
         	"NGC0178	"	1.1605572421128951	38.364+-0.018
         	"NGC2793	"	1.2403486424897563	38.364+-0.018
         	"NGC4618	"	1.6372352696399386	38.364+-0.018
         	"NGC3985	"	1.1199966291821002	38.364+-0.018
         	"UGC12212	"	1.0433833991012922	38.364+-0.018
         	"NGC4234	"	1.6007102887829525	38.364+-0.018
         	"UGC08894	"	1.5839736475060984	38.364+-0.018
         	"IC1986	"	1.3022728645308084	38.364+-0.018
         	"UGC05688	"	1.311094512851916	38.364+-0.018
         	"UGC06399	"	1.7473595728207287	38.364+-0.018
         	"NGC3447	"	1.1310658594749092	38.364+-0.018
         	"IC1727	"	1.0009476700034787	38.364+-0.018
         	"ESO550-005	"	1.004436376616187	38.364+-0.018
         	"ESO270-017	"	1.1673140468992733	38.364+-0.018
         	"UGC08588	"	1.101960564899635	38.364+-0.018
         	"UGC06628	"	1.361283568028879	38.364+-0.018
         	"UGC06970	"	1.2091323641722989	38.364+-0.018
         	"NGC4395	"	1.54288132062139	38.364+-0.018
         	"UGC06917	"	1.0001325978786533	38.364+-0.018
         	"NGC2188	"	1.1526126535768695	38.364+-0.018
         	"PGC043345	"	1.4168207269656465	38.364+-0.018
         	"NGC4625	"	1.6440095312355851	38.364+-0.018
         	"UGC06998	"	1.4114409238748806	38.364+-0.018
         	"NGC1051	"	1.0000920769122215	38.364+-0.018
         	"UGC06956	"	1.000517060409196	38.364+-0.018
         	"UGC00099	"	1.248112447747859	38.364+-0.018
         	"UGC10290	"	1.0131258413491817	38.364+-0.018
         	"NGC2799	"	1.4545966957805248	38.364+-0.018
         	"PGC014626	"	1.0305113084521058	38.364+-0.018
         	"PGC064176	"	1.202957618721621	38.364+-0.018
         	"PGC048786	"	1.120125874687439	38.364+-0.018
         	"UGC07911	"	1.2041491069067005	38.364+-0.018
         	"UGC02345	"	1.3943802718565022	38.364+-0.018
         	"ESO406-042	"	1.0568052833027033	38.364+-0.018
         	"UGC09500	"	1.1637703574833902	38.364+-0.018
         	"UGC00634	"	1.2026203335004624	38.364+-0.018
         	"NGC1253A	"	1.2175619052035396	38.364+-0.018
         	"UGC01803	"	1.0094374446447276	38.364+-0.018
         	"ESO594-017	"	1.7494226618517539	38.364+-0.018
         	"ESO234-043	"	1.1440457340399057	38.364+-0.018
         	"ESO434-033	"	1.1683845999102707	38.364+-0.018
         	"NGC3445	"	1.1238328068531247	38.364+-0.018
         	"PGC043458	"	1.2463761049032298	38.364+-0.018
         	"PGC069293	"	1.0007432357964583	38.364+-0.018
         	"NGC3432	"	1.1779345880911192	38.364+-0.018
         	"ESO481-014	"	1.5071935560985903	38.364+-0.018
         	"NGC6836	"	1.0390022826252123	38.364+-0.018
         	"PGC012981	"	1.5464673862961569	38.364+-0.018
         	"NGC4038	"	1.5006249735007091	38.364+-0.018
         	"NGC7232B	"	1.2958064783154535	38.364+-0.018
         	"ESO438-005	"	1.2450839337359538	38.364+-0.018
         	"ESO300-014	"	1.0706231971948772	38.364+-0.018
         	"PGC043020	"	1.0342956093458475	38.364+-0.018
         	"NGC4039	"	1.517461310415652	38.364+-0.018
         	"ESO008-007	"	1.2057883076836386	38.364+-0.018
         	"IC4710	"	1.013003775309285	38.364+-0.018
         	"NGC7162A	"	1.027209055186873	38.364+-0.018
         	"NGC1326A	"	1.3069005212285676	38.364+-0.018
         	"UGC05391	"	1.131895055046812	38.364+-0.018
         	"NGC1326B	"	1.3276778439322536	38.364+-0.018
         	"ESO179-013	"	1.0110845851339805	38.364+-0.018
         	"PGC006228	"	1.1234722742570324	38.364+-0.018
         	"NGC1110	"	1.1790072825886861	38.364+-0.018
         	"ESO563-016	"	1.0643813605437966	38.364+-0.018
         	"ESO426-001	"	1.7225522091598178	38.364+-0.018
         	"PGC010128	"	1.2225822079262383	38.364+-0.018
         	"PGC016784	"	1.0848932503611948	38.364+-0.018
         	"UGC05172	"	1.1807521103009242	38.364+-0.018
         	"UGC04385	"	1.0413104167691607	38.364+-0.018
         	"ESO382-045	"	1.2114825702293914	38.364+-0.018
         	"ESO126-011	"	1.1863954925191347	38.364+-0.018
         	"ESO207-007	"	1.3388439113553572	38.364+-0.018
         	"ESO421-019	"	1.1242566877798985	38.364+-0.018
         	"PGC051523	"	1.190789737227575	38.364+-0.018
         	"ESO010-006	"	1.0087801782779808	38.364+-0.018
         	"ESO347-008	"	1.7199979926064908	38.364+-0.018
         	"NGC2552	"	1.3236123747921364	38.364+-0.018
         	"ESO269-056	"	1.2115874682063992	38.364+-0.018
         	"PGC036274	"	1.1614405744146628	38.364+-0.018
         	"UGC06070	"	1.0146170146031157	38.364+-0.018
         	"ESO187-035	"	1.1184042491181425	38.364+-0.018
         	"ESO548-032	"	1.2066608678633193	38.364+-0.018
         	"PGC007109	"	1.2687695434716018	38.364+-0.018
         	"ESO012-014	"	1.2642079589529018	38.364+-0.018
         	"ESO267-036	"	1.133385210163333	38.364+-0.018
         	"ESO431-018	"	1.108501597750023	38.364+-0.018
         	"ESO092-004	"	1.1283616289545677	38.364+-0.018
         	"ESO085-014	"	1.460353878233933	38.364+-0.018
         	"NGC3664	"	1.654210572858817	38.364+-0.018
         	"UGC11868	"	1.0466577278872506	38.364+-0.018
         	"NGC4656	"	1.3324998354439161	38.364+-0.018
         	"PGC053595	"	1.5272349476653322	38.364+-0.018
         	"PGC072006	"	1.1175394328101895	38.364+-0.018
         	"ESO509-026	"	1.6418032501299102	38.364+-0.018
         	"PGC139147	"	1.015121576233535	38.364+-0.018
         	"PGC048179	"	1.1321291697311175	38.364+-0.018
         	"PGC027188	"	1.092058810425126	38.364+-0.018
         	"ESO187-051	"	1.1632838757273247	38.364+-0.018
         	"ESO371-003	"	1.312558055832881	38.364+-0.018
         	"NGC2863	"	1.038561330094553	38.364+-0.018
         	"ESO495-011	"	1.082819460647362	38.364+-0.018
         	"PGC007998	"	1.01148773383816	38.364+-0.018
         	"IC1870	"	1.2906610194961414	38.364+-0.018
         	"ESO114-007	"	1.616676013021298	38.364+-0.018
         	"ESO145-025	"	1.0033130597961504	38.364+-0.018
         	"ESO371-024	"	1.5162290500895335	38.364+-0.018
         	"ESO380-034	"	1.1960704355260594	38.364+-0.018
         	"ESO041-006	"	1.2328618919783585	38.364+-0.018
         	"PGC007900	"	1.0127325608864985	38.364+-0.018
         	"UGC00942	"	1.5557424533328303	38.364+-0.018
         	"IC4869	"	1.3234930026918699	38.364+-0.018
         	"ESO208-033	"	1.128826061166466	38.364+-0.018
         	"NGC4945A	"	1.748477069576787	38.364+-0.018
         	"ESO505-023	"	1.1457847580347826	38.364+-0.018
         	"ESO557-006	"	1.2930071659916351	38.364+-0.018
         	"ESO189-021	"	1.4677885548449527	38.364+-0.018
         	"ESO580-020	"	1.4447690273684326	38.364+-0.018
         	"UGC03273	"	1.2030581123089994	38.364+-0.018
         	"ESO372-008	"	1.1100563242788868	38.364+-0.018
         	"ESO257-017	"	1.1043941795737329	38.364+-0.018
         	"PGC013821	"	1.0547564552837632	38.364+-0.018
         	"ESO572-030	"	1.2522984037497624	38.364+-0.018
         	"UGC10985	"	1.1148423676679027	38.364+-0.018
         	"ESO056-115	"	1.4114796559046485	38.364+-0.018
         	"ESO580-018	"	1.359586595159308	38.364+-0.018
         	"NGC1140	"	1.1496749712147438	38.364+-0.018
         	"ESO035-020	"	1.235717944915478	38.364+-0.018
         	"NGC3952	"	1.0043790821245098	38.364+-0.018
         	"NGC4758	"	1.378255573515038	38.364+-0.018
         	"ESO358-020	"	1.2241905573829859	38.364+-0.018
         	"UGC01014	"	1.0431864667795576	38.364+-0.018
         	"NGC3396	"	1.1706890609086626	38.364+-0.018
         	"NGC1679	"	1.1217681230049066	38.364+-0.018
         	"NGC5464	"	1.0844065435457553	38.364+-0.018
         	"PGC063556	"	1.0000031004211272	38.364+-0.018
         	"ESO036-006	"	1.152057642974245	38.364+-0.018
         	"UGC07249	"	1.7023815329793446	38.364+-0.018
         	"NGC7764	"	1.0319588195805127	38.364+-0.018
         	"NGC1602	"	1.1301290970263982	38.364+-0.018
         	"ESO434-034	"	1.5275367787873357	38.364+-0.018
         	"NGC2131	"	1.1408043120095117	38.364+-0.018
         	"PGC040951	"	1.6833156297577425	38.364+-0.018
         	"IC3476	"	1.153556402902275	38.364+-0.018
         	"UGC09169	"	1.4094551396175283	38.364+-0.018
         	"UGC12856	"	1.465291323916978	38.364+-0.018
         	"ESO505-002	"	1.1214187323070979	38.364+-0.018
         	"NGC5798	"	1.2484029270484869	38.364+-0.018
         	"NGC4532	"	1.0205793856742151	38.364+-0.018
         	"PGC166111	"	1.7520267587694578	38.364+-0.018
         	"NGC4485	"	1.0000471513128768	38.364+-0.018
         	"NGC3136A	"	1.160177676178791	38.364+-0.018
         	"NGC3846A	"	1.1625843900941892	38.364+-0.018
         	"NGC3026	"	1.0016416248014544	38.364+-0.018
         	"PGC013501	"	1.0322024298442636	38.364+-0.018
         	"ESO565-001	"	1.0600844136692515	38.364+-0.018
         	"ESO015-001	"	1.1705857490432279	38.364+-0.018
         	"UGC03912	"	1.2136068155960569	38.364+-0.018
