Lokal      	Galactic     	Teta            	R +- err
         	"NGC5970	"	1.0747505693869537	25.6779+-0.0332
         	"NGC5145	"	1.1665196727763707	25.6779+-0.0332
         	"UGC11874	"	1.643370204814985	25.6779+-0.0332
         	"UGC02955	"	1.1844916160319316	25.6779+-0.0332
         	"NGC3796	"	1.2083539351925163	25.6779+-0.0332
         	"NGC1495	"	1.1861606414245613	25.6779+-0.0332
         	"NGC3657	"	1.0737104237250863	25.6779+-0.0332
         	"NGC5643	"	1.040847936260802	25.6779+-0.0332
         	"UGC11909	"	1.0024607614054242	25.6779+-0.0332
         	"ESO320-035	"	1.2023920457670592	25.6779+-0.0332
         	"NGC5916A	"	1.2268110101766232	25.6779+-0.0332
         	"NGC1231	"	1.001806381747162	25.6779+-0.0332
         	"UGC12009	"	1.0192924508075565	25.6779+-0.0332
         	"UGC03045	"	1.814559356075551	25.6779+-0.0332
         	"ESO035-018	"	1.444878637805302	25.6779+-0.0332
         	"UGC12182	"	1.400306903558774	25.6779+-0.0332
         	"NGC1796	"	1.7546151955549631	25.6779+-0.0332
         	"PGC072252	"	1.0001123968329855	25.6779+-0.0332
         	"NGC3655	"	1.5031248287136676	25.6779+-0.0332
         	"NGC1888	"	1.5458084340492146	25.6779+-0.0332
         	"NGC1637	"	1.0776381613013248	25.6779+-0.0332
         	"PGC023847	"	1.6678546984688407	25.6779+-0.0332
         	"NGC7090	"	1.7518032834898118	25.6779+-0.0332
         	"UGC09355	"	1.1559746673975777	25.6779+-0.0332
         	"PGC170341	"	1.4098612144912017	25.6779+-0.0332
         	"ESO019-003	"	1.142283747962979	25.6779+-0.0332
         	"ESO428-032	"	1.4241660503195948	25.6779+-0.0332
         	"ESO371-020	"	1.0133027672746775	25.6779+-0.0332
         	"PGC089976	"	1.7611124693180271	25.6779+-0.0332
         	"ESO126-016	"	1.621019336105489	25.6779+-0.0332
         	"ESO490-028	"	1.7092121742954964	25.6779+-0.0332
         	"NGC5254	"	1.4343499751057525	25.6779+-0.0332
         	"NGC3672	"	1.0452355112713192	25.6779+-0.0332
         	"NGC3024	"	1.0026431737823016	25.6779+-0.0332
         	"IC0396	"	1.2944569866509403	25.6779+-0.0332
         	"NGC1292	"	1.2556372802475082	25.6779+-0.0332
         	"NGC0578	"	1.3461781891305333	25.6779+-0.0332
         	"UGC02826	"	1.281025817364526	25.6779+-0.0332
         	"NGC3187	"	1.0356232588040044	25.6779+-0.0332
         	"ESO420-009	"	1.0085786943373682	25.6779+-0.0332
         	"NGC1232	"	1.7279371250840228	25.6779+-0.0332
         	"UGC11466	"	1.834287397353618	25.6779+-0.0332
         	"NGC5426	"	1.0021706246978093	25.6779+-0.0332
         	"ESO328-030	"	1.7697950068340604	25.6779+-0.0332
         	"NGC5236	"	1.8117958445851956	25.6779+-0.0332
         	"NGC1809	"	1.0497702271706273	25.6779+-0.0332
         	"IC5078	"	1.5115472279285507	25.6779+-0.0332
         	"UGC02729	"	1.0999029464708696	25.6779+-0.0332
         	"ESO580-029	"	1.398172047346529	25.6779+-0.0332
         	"NGC5439	"	1.444764528269978	25.6779+-0.0332
         	"NGC3654	"	1.076944689335367	25.6779+-0.0332
         	"IC0441	"	1.0002010804432946	25.6779+-0.0332
         	"UGC02765	"	1.3521065919034594	25.6779+-0.0332
         	"NGC3568	"	1.0091368099332672	25.6779+-0.0332
         	"ESO168-002	"	1.7656545567052473	25.6779+-0.0332
         	"NGC4390	"	1.4168764598759582	25.6779+-0.0332
         	"NGC5885	"	1.267622934687893	25.6779+-0.0332
         	"ESO288-045	"	1.3422805231133668	25.6779+-0.0332
         	"ESO504-017	"	1.497588616422106	25.6779+-0.0332
         	"UGC05228	"	1.8035078201608123	25.6779+-0.0332
         	"UGC12074	"	1.7398063001769275	25.6779+-0.0332
         	"NGC4359	"	1.0008117274084378	25.6779+-0.0332
         	"UGC04783	"	1.654282834242439	25.6779+-0.0332
         	"UGC02866	"	1.5959820396909923	25.6779+-0.0332
         	"NGC5665	"	1.813239348645002	25.6779+-0.0332
         	"NGC5085	"	1.2457923850856183	25.6779+-0.0332
         	"NGC1347	"	1.0438960740599001	25.6779+-0.0332
         	"ESO269-085	"	1.0125111639984825	25.6779+-0.0332
         	"UGC05841	"	1.6379384465107198	25.6779+-0.0332
         	"ESO554-028	"	1.0029078215281046	25.6779+-0.0332
         	"ESO037-010	"	1.002020967015393	25.6779+-0.0332
         	"PGC032681	"	1.51480823866785	25.6779+-0.0332
         	"IC0764	"	1.7621576710376616	25.6779+-0.0332
         	"IC3742	"	1.2195451601600011	25.6779+-0.0332
         	"PGC2793197	"	1.767691164269086	25.6779+-0.0332
         	"NGC1187	"	1.332184768247601	25.6779+-0.0332
         	"NGC2835	"	1.0315571439945281	25.6779+-0.0332
         	"IC4901	"	1.3568917606684303	25.6779+-0.0332
         	"NGC4123	"	1.0108611418290427	25.6779+-0.0332
         	"ESO291-024	"	1.8191995206724185	25.6779+-0.0332
         	"IC0052	"	1.5190824788525101	25.6779+-0.0332
         	"PGC023262	"	1.0900340503830515	25.6779+-0.0332
         	"PGC045877	"	1.646037485619206	25.6779+-0.0332
         	"UGC03394	"	1.1363679405882803	25.6779+-0.0332
         	"NGC7448	"	1.0582708648213899	25.6779+-0.0332
         	"PGC060771	"	1.0001650202775731	25.6779+-0.0332
         	"ESO222-012	"	1.7464325530544749	25.6779+-0.0332
         	"ESO505-009	"	1.205732721853637	25.6779+-0.0332
         	"UGC00392	"	1.8068185221364823	25.6779+-0.0332
         	"UGC05998	"	1.0100679312170802	25.6779+-0.0332
         	"NGC7755	"	1.3791438134563705	25.6779+-0.0332
         	"IC4472	"	1.018914592181959	25.6779+-0.0332
         	"NGC4535	"	1.5806181844969343	25.6779+-0.0332
         	"NGC1310	"	1.2683479990002795	25.6779+-0.0332
         	"NGC3622	"	1.8166512864747613	25.6779+-0.0332
         	"ESO553-017	"	1.3265313570566981	25.6779+-0.0332
         	"PGC005072	"	1.8175954347550793	25.6779+-0.0332
         	"UGC04159	"	1.7403782294991557	25.6779+-0.0332
         	"PGC086068	"	1.711680492851008	25.6779+-0.0332
         	"NGC6538	"	1.5676307359612354	25.6779+-0.0332
         	"IC0391	"	1.061022715808831	25.6779+-0.0332
         	"UGC00578	"	1.4327451222918652	25.6779+-0.0332
         	"PGC046533	"	1.3332358219980363	25.6779+-0.0332
         	"NGC5042	"	1.5112894909129801	25.6779+-0.0332
         	"UGC05415	"	1.0042627873122343	25.6779+-0.0332
         	"ESO027-001	"	1.0302757724508866	25.6779+-0.0332
         	"ESO138-024	"	1.0134407399185503	25.6779+-0.0332
         	"NGC6283	"	1.1223186379041408	25.6779+-0.0332
         	"IC4821	"	1.8087548861326508	25.6779+-0.0332
         	"ESO431-002	"	1.6992598331110793	25.6779+-0.0332
         	"ESO342-050	"	1.0044299563381673	25.6779+-0.0332
         	"ESO582-004	"	1.0654920147068108	25.6779+-0.0332
         	"ESO027-008	"	1.8310660808433108	25.6779+-0.0332
         	"NGC0024	"	1.0061332985779563	25.6779+-0.0332
         	"NGC1536	"	1.0173848654801758	25.6779+-0.0332
         	"ESO066-002	"	1.1484807514370354	25.6779+-0.0332
         	"NGC1035	"	1.7114886424635252	25.6779+-0.0332
         	"NGC7137	"	1.0497294375148067	25.6779+-0.0332
         	"ESO061-008	"	1.032128612028181	25.6779+-0.0332
         	"UGC02855	"	1.6490994291136833	25.6779+-0.0332
         	"NGC5427	"	1.0055870262977267	25.6779+-0.0332
         	"UGC04889	"	1.3506651388871833	25.6779+-0.0332
         	"NGC3294	"	1.0638080005352772	25.6779+-0.0332
         	"IC2522	"	1.743012892119838	25.6779+-0.0332
         	"ESO346-001	"	1.5715375550807333	25.6779+-0.0332
         	"NGC2848	"	1.3009661740589145	25.6779+-0.0332
         	"ESO138-013	"	1.455681369347764	25.6779+-0.0332
         	"PGC013646	"	1.0488208554827056	25.6779+-0.0332
         	"NGC3512	"	1.0501009591422938	25.6779+-0.0332
         	"NGC2997	"	1.0314282676371649	25.6779+-0.0332
         	"ESO582-012	"	1.037189674354676	25.6779+-0.0332
         	"NGC7599	"	1.8392060068257587	25.6779+-0.0332
         	"NGC3370	"	1.8186602390381912	25.6779+-0.0332
         	"NGC3513	"	1.7476700401835374	25.6779+-0.0332
         	"NGC5073	"	1.348394699910652	25.6779+-0.0332
         	"NGC3430	"	1.8278656528884436	25.6779+-0.0332
         	"NGC4666	"	1.1565276246827747	25.6779+-0.0332
         	"NGC4632	"	1.00397580631098	25.6779+-0.0332
         	"NGC5033	"	1.7191866700619791	25.6779+-0.0332
         	"NGC3511	"	1.6202546026087639	25.6779+-0.0332
         	"NGC0253	"	1.0050315360269246	25.6779+-0.0332
         	"ESO576-050	"	1.2566574625481333	25.6779+-0.0332
         	"NGC0864	"	1.0551184816068542	25.6779+-0.0332
         	"NGC3726	"	1.0296964545659464	25.6779+-0.0332
         	"NGC3938	"	1.0059735391332922	25.6779+-0.0332
         	"NGC3877	"	1.1368392237631693	25.6779+-0.0332
         	"NGC3338	"	1.5320424703185525	25.6779+-0.0332
         	"IC1158	"	1.771066334676093	25.6779+-0.0332
         	"ESO482-046	"	1.815010682788855	25.6779+-0.0332
         	"NGC0908	"	1.2089915345886395	25.6779+-0.0332
         	"NGC3956	"	1.7644192649842105	25.6779+-0.0332
         	"NGC3930	"	1.0527240923255636	25.6779+-0.0332
         	"NGC5300	"	1.4169260151403724	25.6779+-0.0332
         	"IC0467	"	1.7921404091264348	25.6779+-0.0332
         	"IC0529	"	1.8309917053806017	25.6779+-0.0332
         	"NGC2967	"	1.1106259874354738	25.6779+-0.0332
         	"ESO435-019	"	1.6302308930691685	25.6779+-0.0332
         	"NGC3526	"	1.2857807673979118	25.6779+-0.0332
         	"ESO563-002	"	1.083910586939981	25.6779+-0.0332
         	"NGC4414	"	1.0455449142334379	25.6779+-0.0332
         	"ESO040-007	"	1.5458507026597699	25.6779+-0.0332
         	"NGC0918	"	1.0715244303359104	25.6779+-0.0332
         	"NGC7064	"	1.229938513166489	25.6779+-0.0332
         	"NGC1145	"	1.0483516678215197	25.6779+-0.0332
         	"NGC5334	"	1.476830596272254	25.6779+-0.0332
         	"NGC3198	"	1.8185455675454723	25.6779+-0.0332
         	"NGC3666	"	1.6104171788452608	25.6779+-0.0332
         	"NGC5775	"	1.0326342308425218	25.6779+-0.0332
         	"IC0800	"	1.0251985938790615	25.6779+-0.0332
         	"IC1151	"	1.7275782012244818	25.6779+-0.0332
         	"NGC4647	"	1.5115466821217047	25.6779+-0.0332
         	"NGC3486	"	1.282243189315774	25.6779+-0.0332
         	"UGC05459	"	1.0224399443631307	25.6779+-0.0332
         	"NGC4298	"	1.698775508232922	25.6779+-0.0332
         	"NGC3810	"	1.523473096367999	25.6779+-0.0332
         	"NGC3631	"	1.0039098116410243	25.6779+-0.0332
         	"NGC4136	"	1.7804893851648567	25.6779+-0.0332
         	"NGC5951	"	1.1624996497980247	25.6779+-0.0332
         	"NGC4651	"	1.2013586395803637	25.6779+-0.0332
         	"NGC3755	"	1.7887967297917122	25.6779+-0.0332
         	"NGC3596	"	1.3942880070473387	25.6779+-0.0332
         	"ESO428-009	"	1.48033235876105	25.6779+-0.0332
         	"ESO121-006	"	1.393668581243378	25.6779+-0.0332
         	"NGC4900	"	1.123711822677771	25.6779+-0.0332
         	"NGC4273	"	1.521129582542637	25.6779+-0.0332
         	"NGC3893	"	1.814439964460852	25.6779+-0.0332
         	"ESO208-025	"	1.0124599057638128	25.6779+-0.0332
         	"NGC2227	"	1.0006674978324543	25.6779+-0.0332
         	"NGC0628	"	1.0039449729107641	25.6779+-0.0332
         	"NGC1087	"	1.2107562656399937	25.6779+-0.0332
         	"NGC5320	"	1.2278981471857389	25.6779+-0.0332
         	"NGC2525	"	1.6129515758096393	25.6779+-0.0332
         	"NGC2715	"	1.1127599486610278	25.6779+-0.0332
         	"NGC3359	"	1.04507295427091	25.6779+-0.0332
         	"NGC6643	"	1.398759103911276	25.6779+-0.0332
         	"NGC4254	"	1.7608207106730114	25.6779+-0.0332
         	"NGC2146A	"	1.0008718339052076	25.6779+-0.0332
         	"NGC6412	"	1.0292040594296363	25.6779+-0.0332
         	"NGC4085	"	1.006467911907756	25.6779+-0.0332
         	"NGC3850	"	1.134148203250712	25.6779+-0.0332
         	"NGC0685	"	1.2365174331975044	25.6779+-0.0332
         	"NGC0941	"	1.561970681399375	25.6779+-0.0332
         	"NGC3389	"	1.0018732279755775	25.6779+-0.0332
         	"NGC3437	"	1.5418072677785377	25.6779+-0.0332
         	"NGC3592	"	1.8194466664385647	25.6779+-0.0332
         	"UGC10862	"	1.5220289192139442	25.6779+-0.0332
         	"NGC4062	"	1.1042801079823512	25.6779+-0.0332
         	"NGC2770	"	1.7832653203039168	25.6779+-0.0332
         	"ESO366-009	"	1.3880388627526175	25.6779+-0.0332
         	"NGC2742	"	1.2782793151269969	25.6779+-0.0332
         	"NGC0514	"	1.0566760549635545	25.6779+-0.0332
         	"NGC6035	"	1.572230196650654	25.6779+-0.0332
         	"NGC5768	"	1.1182237185267878	25.6779+-0.0332
         	"NGC6106	"	1.6819779797705832	25.6779+-0.0332
         	"NGC1073	"	1.7056577917010751	25.6779+-0.0332
         	"NGC0803	"	1.0812149028203448	25.6779+-0.0332
         	"NGC4096	"	1.0814096235309203	25.6779+-0.0332
         	"NGC3055	"	1.5041444994427446	25.6779+-0.0332
         	"NGC1058	"	1.1212126558907687	25.6779+-0.0332
         	"NGC4302	"	1.7077004788305796	25.6779+-0.0332
         	"PGC004612	"	1.3579218278437808	25.6779+-0.0332
         	"NGC5907	"	1.049265929251947	25.6779+-0.0332
         	"NGC2820	"	1.7847743573886015	25.6779+-0.0332
         	"NGC5690	"	1.2980765647714227	25.6779+-0.0332
         	"NGC3041	"	1.3450094115492863	25.6779+-0.0332
         	"NGC7640	"	1.0006413922030302	25.6779+-0.0332
         	"UGC11030	"	1.0543882114505745	25.6779+-0.0332
         	"NGC4411A	"	1.221127027521007	25.6779+-0.0332
         	"IC3115	"	1.0571559114547517	25.6779+-0.0332
         	"NGC4094	"	1.6783290975448544	25.6779+-0.0332
         	"IC2995	"	1.0701268252785638	25.6779+-0.0332
         	"NGC5161	"	1.8288175082538158	25.6779+-0.0332
         	"NGC3023	"	1.1280610339922155	25.6779+-0.0332
         	"PGC016894	"	1.3643388785868982	25.6779+-0.0332
         	"NGC7750	"	1.1774396812510093	25.6779+-0.0332
         	"NGC3454	"	1.7887433418432495	25.6779+-0.0332
         	"ESO580-030	"	1.3135975054994584	25.6779+-0.0332
         	"IC5269B	"	1.7826889454918042	25.6779+-0.0332
         	"IC3005	"	1.8200666383840416	25.6779+-0.0332
         	"NGC6140	"	1.0991459441865354	25.6779+-0.0332
         	"NGC3733	"	1.753893637307512	25.6779+-0.0332
         	"PGC005744	"	1.768088910585844	25.6779+-0.0332
         	"NGC4316	"	1.028388825745474	25.6779+-0.0332
         	"NGC7218	"	1.3775304276119356	25.6779+-0.0332
         	"PGC039556	"	1.0685709867975344	25.6779+-0.0332
         	"PGC005341	"	1.0051423493398501	25.6779+-0.0332
         	"ESO441-011	"	1.0761289572130404	25.6779+-0.0332
         	"NGC1892	"	1.3839870686019642	25.6779+-0.0332
         	"IC5273	"	1.0010453148641085	25.6779+-0.0332
         	"UGC04970	"	1.747607774285451	25.6779+-0.0332
         	"ESO001-006	"	1.001764301863956	25.6779+-0.0332
         	"NGC2763	"	1.0097010838523612	25.6779+-0.0332
         	"NGC2273B	"	1.30393845900447	25.6779+-0.0332
         	"ESO437-071	"	1.5862728448630041	25.6779+-0.0332
         	"UGC03820	"	1.822989024281453	25.6779+-0.0332
         	"NGC3044	"	1.823155486698614	25.6779+-0.0332
         	"UGC00958	"	1.3171830143315566	25.6779+-0.0332
         	"NGC7059	"	1.026022449761842	25.6779+-0.0332
         	"IC5270	"	1.7307048398946916	25.6779+-0.0332
         	"UGC01112	"	1.0147550757753938	25.6779+-0.0332
         	"NGC5523	"	1.0514071611657658	25.6779+-0.0332
         	"UGC00260	"	1.3551145978915289	25.6779+-0.0332
         	"NGC4356	"	1.5316938432480283	25.6779+-0.0332
         	"UGC05524	"	1.0006619858330892	25.6779+-0.0332
         	"PGC037373	"	1.702830258918444	25.6779+-0.0332
         	"ESO139-049	"	1.2353145034766084	25.6779+-0.0332
         	"UGC05020	"	1.0008783905935625	25.6779+-0.0332
         	"NGC4904	"	1.0072975619685236	25.6779+-0.0332
         	"UGC08085	"	1.528963391588201	25.6779+-0.0332
         	"NGC1258	"	1.0073673956953952	25.6779+-0.0332
         	"NGC1171	"	1.1632928578235397	25.6779+-0.0332
         	"UGC01070	"	1.000117537139245	25.6779+-0.0332
         	"UGC03574	"	1.144052233458108	25.6779+-0.0332
         	"NGC5112	"	1.5796526300458935	25.6779+-0.0332
         	"NGC6395	"	1.7488217122926772	25.6779+-0.0332
         	"NGC4294	"	1.6569010509519455	25.6779+-0.0332
         	"UGC04024	"	1.2960855390661032	25.6779+-0.0332
         	"UGC09845	"	1.020778769172209	25.6779+-0.0332
         	"UGC04395	"	1.0000833259984538	25.6779+-0.0332
         	"UGC12160	"	1.0047616143017366	25.6779+-0.0332
         	"IC4213	"	1.4763767175224836	25.6779+-0.0332
         	"NGC7418	"	1.1888321044433443	25.6779+-0.0332
         	"UGC03749	"	1.6077947353949857	25.6779+-0.0332
         	"NGC0450	"	1.2708096242117133	25.6779+-0.0332
         	"IC3099	"	1.0059942811440874	25.6779+-0.0332
         	"UGC06983	"	1.3635904305763682	25.6779+-0.0332
         	"NGC3917	"	1.8211528383070665	25.6779+-0.0332
         	"UGC03909	"	1.8398650117408286	25.6779+-0.0332
         	"IC1898	"	1.1614299743171659	25.6779+-0.0332
         	"IC3881	"	1.0518703438585966	25.6779+-0.0332
         	"UGC03403	"	1.44738144043837	25.6779+-0.0332
         	"ESO576-032	"	1.0424739626552115	25.6779+-0.0332
         	"ESO222-015	"	1.4737511389695632	25.6779+-0.0332
         	"UGC08246	"	1.1091515857425394	25.6779+-0.0332
         	"NGC6663	"	1.293957257714344	25.6779+-0.0332
         	"ESO139-046	"	1.0385535140575959	25.6779+-0.0332
         	"IC4721	"	1.643265941886296	25.6779+-0.0332
         	"ESO428-031	"	1.6566705202429968	25.6779+-0.0332
         	"ESO532-014	"	1.1962101596306145	25.6779+-0.0332
         	"NGC1179	"	1.000061909922092	25.6779+-0.0332
         	"NGC7151	"	1.0728037683097909	25.6779+-0.0332
         	"NGC7307	"	1.0016418487233545	25.6779+-0.0332
         	"ESO442-013	"	1.0029072673594688	25.6779+-0.0332
         	"NGC4654	"	1.125432635410659	25.6779+-0.0332
         	"NGC2906	"	1.528071778397644	25.6779+-0.0332
         	"NGC6236	"	1.7791097296579546	25.6779+-0.0332
         	"NGC4183	"	1.0127835023219787	25.6779+-0.0332
         	"UGC05707	"	1.2502105442411184	25.6779+-0.0332
         	"PGC018855	"	1.5532546687161015	25.6779+-0.0332
         	"NGC3501	"	1.3971357457414026	25.6779+-0.0332
         	"IC0512	"	1.1476192933193683	25.6779+-0.0332
         	"UGC10887	"	1.481280125976566	25.6779+-0.0332
         	"ESO510-059	"	1.0127895505655993	25.6779+-0.0332
         	"NGC5956	"	1.252785055313762	25.6779+-0.0332
         	"IC2256	"	1.4976233610490457	25.6779+-0.0332
         	"UGC02392	"	1.224186034925924	25.6779+-0.0332
         	"NGC4808	"	1.6530112225874223	25.6779+-0.0332
         	"UGC06667	"	1.8072330948899613	25.6779+-0.0332
         	"NGC0493	"	1.4909671848046215	25.6779+-0.0332
         	"IC3044	"	1.8431342394148407	25.6779+-0.0332
         	"UGC09601	"	1.8418292007695725	25.6779+-0.0332
         	"NGC2273A	"	1.1095315773556425	25.6779+-0.0332
         	"NGC2573	"	1.6968703364587578	25.6779+-0.0332
         	"ESO287-043	"	1.0036923765535757	25.6779+-0.0332
         	"NGC2591	"	1.223899519817801	25.6779+-0.0332
         	"NGC0100	"	1.391030313542753	25.6779+-0.0332
         	"ESO488-060	"	1.6109322642220705	25.6779+-0.0332
         	"NGC1253	"	1.0252397559089752	25.6779+-0.0332
         	"NGC4525	"	1.5067810701520399	25.6779+-0.0332
         	"UGC04182	"	1.7931107283598544	25.6779+-0.0332
         	"ESO018-015	"	1.2070943246062236	25.6779+-0.0332
         	"UGC02082	"	1.07559885052969	25.6779+-0.0332
         	"NGC1843	"	1.7650674350709543	25.6779+-0.0332
         	"NGC2139	"	1.7932348385086814	25.6779+-0.0332
         	"UGC09394	"	1.186820176827838	25.6779+-0.0332
         	"UGC04514	"	1.0027664825753395	25.6779+-0.0332
         	"NGC4701	"	1.0049900423148261	25.6779+-0.0332
         	"NGC4731	"	1.0270695306618491	25.6779+-0.0332
         	"PGC052809	"	1.7920826885440715	25.6779+-0.0332
         	"NGC6503	"	1.3965429216089396	25.6779+-0.0332
         	"NGC3395	"	1.819981383549477	25.6779+-0.0332
         	"ESO265-003	"	1.0005259160298932	25.6779+-0.0332
         	"NGC1559	"	1.0073860298284971	25.6779+-0.0332
         	"IC0217	"	1.1585197019237137	25.6779+-0.0332
         	"NGC7689	"	1.180704190041563	25.6779+-0.0332
         	"NGC3365	"	1.8072291699977479	25.6779+-0.0332
         	"ESO263-051	"	1.786660788986608	25.6779+-0.0332
         	"NGC6255	"	1.6863620838682505	25.6779+-0.0332
         	"UGC05049	"	1.6472213575507706	25.6779+-0.0332
         	"IC0749	"	1.808274783080136	25.6779+-0.0332
         	"NGC6946	"	1.1858796601002288	25.6779+-0.0332
         	"ESO321-025	"	1.4414682191752934	25.6779+-0.0332
         	"UGC06603	"	1.1753241893456674	25.6779+-0.0332
         	"NGC0988	"	1.0173416716207246	25.6779+-0.0332
         	"UGC05974	"	1.826196615478314	25.6779+-0.0332
         	"PGC036217	"	1.192506811611088	25.6779+-0.0332
         	"NGC4522	"	1.0079722366719153	25.6779+-0.0332
         	"IC0342	"	1.3920188708810137	25.6779+-0.0332
         	"UGC07908	"	1.7346109620438175	25.6779+-0.0332
         	"UGC09925	"	1.3153980342306508	25.6779+-0.0332
         	"NGC4634	"	1.7910713320642782	25.6779+-0.0332
         	"UGC09991	"	1.814155566625608	25.6779+-0.0332
         	"UGC11131	"	1.8219340867890568	25.6779+-0.0332
         	"NGC3020	"	1.008167589649764	25.6779+-0.0332
         	"NGC2283	"	1.3040119561811496	25.6779+-0.0332
         	"ESO428-020	"	1.6667891217896007	25.6779+-0.0332
         	"ESO285-048	"	1.5046514348722675	25.6779+-0.0332
         	"NGC3137	"	1.24990494796879	25.6779+-0.0332
         	"ESO595-014	"	1.5103138414233868	25.6779+-0.0332
         	"UGC08733	"	1.1044502782270644	25.6779+-0.0332
         	"ESO091-007	"	1.0022513899360657	25.6779+-0.0332
         	"NGC1385	"	1.1250812325717061	25.6779+-0.0332
         	"UGC08516	"	1.6381137970390638	25.6779+-0.0332
         	"UGC06792	"	1.4703319233069125	25.6779+-0.0332
         	"UGC06903	"	1.6025507455071488	25.6779+-0.0332
         	"NGC2280	"	1.3128348164474644	25.6779+-0.0332
         	"NGC3901	"	1.5444991390126044	25.6779+-0.0332
         	"NGC4416	"	1.8321437891605934	25.6779+-0.0332
         	"NGC1337	"	1.560752116367348	25.6779+-0.0332
         	"NGC3184	"	1.0963999919243848	25.6779+-0.0332
         	"PGC062075	"	1.7619084089519115	25.6779+-0.0332
         	"NGC5954	"	1.0767837304333527	25.6779+-0.0332
         	"UGC11093	"	1.3508944047289286	25.6779+-0.0332
         	"UGC11124	"	1.5443354892906718	25.6779+-0.0332
         	"UGC06802	"	1.8157460350915307	25.6779+-0.0332
         	"NGC2403	"	1.0306318949687894	25.6779+-0.0332
         	"UGC10445	"	1.163306873246364	25.6779+-0.0332
         	"NGC6070	"	1.160647250174375	25.6779+-0.0332
         	"NGC3423	"	1.0684349144041223	25.6779+-0.0332
         	"NGC4951	"	1.0081076586600355	25.6779+-0.0332
         	"PGC051401	"	1.8000224481616827	25.6779+-0.0332
         	"NGC5584	"	1.0676309057695856	25.6779+-0.0332
         	"PGC027616	"	1.2019997546104813	25.6779+-0.0332
         	"NGC3346	"	1.4841843522910214	25.6779+-0.0332
         	"ESO540-016	"	1.1623522471485672	25.6779+-0.0332
         	"ESO373-008	"	1.8145006914963326	25.6779+-0.0332
         	"IC3268	"	1.015936414854735	25.6779+-0.0332
         	"UGC08684	"	1.481324262120849	25.6779+-0.0332
         	"IC2763	"	1.2050324210176444	25.6779+-0.0332
         	"NGC2604A	"	1.6461918562635895	25.6779+-0.0332
         	"NGC5669	"	1.0692981358780491	25.6779+-0.0332
         	"PGC036716	"	1.0986822234106055	25.6779+-0.0332
         	"NGC7741	"	1.3330471795362424	25.6779+-0.0332
         	"IC3322A	"	1.330235820872934	25.6779+-0.0332
         	"NGC5068	"	1.4095207578509223	25.6779+-0.0332
         	"NGC6015	"	1.1239638691092968	25.6779+-0.0332
         	"UGC07943	"	1.1072313606529076	25.6779+-0.0332
         	"ESO140-006	"	1.1902153279785521	25.6779+-0.0332
         	"NGC1249	"	1.0028816770168136	25.6779+-0.0332
         	"IC1197	"	1.6028637757776742	25.6779+-0.0332
         	"NGC4504	"	1.6560960540233383	25.6779+-0.0332
         	"IC4212	"	1.3618620476241385	25.6779+-0.0332
         	"IC2135	"	1.7709765774733708	25.6779+-0.0332
         	"NGC7456	"	1.8011351215656504	25.6779+-0.0332
         	"UGC10554	"	1.8358575492642613	25.6779+-0.0332
         	"NGC7070	"	1.3859193155989569	25.6779+-0.0332
         	"NGC1493	"	1.3330126535825226	25.6779+-0.0332
         	"NGC5597	"	1.5859464115336925	25.6779+-0.0332
         	"NGC4189	"	1.4678529171156331	25.6779+-0.0332
         	"PGC017323	"	1.0364581537122055	25.6779+-0.0332
         	"IC0758	"	1.0579145053270493	25.6779+-0.0332
         	"NGC0275	"	1.2104653770736782	25.6779+-0.0332
         	"PGC052853	"	1.7917627286430486	25.6779+-0.0332
         	"NGC1003	"	1.0003670194576186	25.6779+-0.0332
         	"IC0239	"	1.7736659641238768	25.6779+-0.0332
         	"ESO443-069	"	1.0336969683680015	25.6779+-0.0332
         	"IC1251	"	1.0389322942102153	25.6779+-0.0332
         	"NGC1448	"	1.1643697387148857	25.6779+-0.0332
         	"NGC5733	"	1.0216115758514754	25.6779+-0.0332
         	"NGC5457	"	1.3239117367725226	25.6779+-0.0332
         	"NGC4487	"	1.791937492843901	25.6779+-0.0332
         	"NGC4141	"	1.24902252166183	25.6779+-0.0332
         	"NGC4688	"	1.544699279774311	25.6779+-0.0332
         	"NGC3319	"	1.2895296173207347	25.6779+-0.0332
         	"NGC0895	"	1.1965334802155554	25.6779+-0.0332
         	"NGC6118	"	1.505816753306293	25.6779+-0.0332
         	"ESO510-058	"	1.0117209439473098	25.6779+-0.0332
         	"NGC5023	"	1.0033885271859313	25.6779+-0.0332
         	"NGC0672	"	1.3225988614090403	25.6779+-0.0332
         	"ESO265-007	"	1.102713290439141	25.6779+-0.0332
         	"UGC02816	"	1.6143474502506003	25.6779+-0.0332
         	"NGC0598	"	1.355038015968092	25.6779+-0.0332
         	"NGC3556	"	1.4672405837780749	25.6779+-0.0332
         	"NGC4437	"	1.023080120966707	25.6779+-0.0332
         	"NGC5468	"	1.2562605865410448	25.6779+-0.0332
         	"IC0797	"	1.1286859568537333	25.6779+-0.0332
         	"NGC3206	"	1.0446713704785158	25.6779+-0.0332
         	"NGC2541	"	1.75902797334807	25.6779+-0.0332
         	"NGC4144	"	1.1385537959493544	25.6779+-0.0332
         	"NGC4559	"	1.0138314501815842	25.6779+-0.0332
         	"NGC7424	"	1.0329409823062845	25.6779+-0.0332
         	"NGC4411B	"	1.2072564886728714	25.6779+-0.0332
         	"UGC03691	"	1.076288387976345	25.6779+-0.0332
