   GCN        Name       Time    TimeHHMMSS  Duration   Fluence  Err_Fluence(-)  Err_Fluence(+)      PFti  PFscale       PF  Err_PF(-)  Err_PF(+)    Ep  Err_Ep(-)  Err_Ep(+)       Mode  Z(Redshift) 
 17422  GRB150202B  86354.293  23:59:14.293       15s   4.56E-5        -0.51E-5        +0.67E-5    +3.600    0.064  1.07E-5   -0.20E-5   +0.20E-5    --         --         --  triggered           -- 
 17373  GRB150201A  49611.653  13:46:51.653       26s   6.18E-5        -0.22E-5        +0.23E-5    +1.712    0.064  2.10E-5   -0.28E-5   +0.30E-5    --         --         --  triggered           -- 
 17363  GRB150127B   50911.89  14:08:31.890       90s   5.43E-5        -0.21E-5        +0.23E-5   +10.288    0.256  2.97E-6   -0.43E-6   +0.43E-6   197        -12        +14  triggered           -- 
 17357  GRB150126A  75103.524  20:51:43.524      870s   8.56E-5        -0.88E-5        +1.30E-5    +8.288    1.024  1.03E-6   -0.23E-6   +0.24E-6   208        -36        +57  triggered           -- 
 17344  GRB150118B  35302.394  09:48:22.394        --   1.87E-4        -0.15E-4        +0.14E-4   +39.680    0.064  1.88E-5   -0.18E-5   +0.20E-5   695        -42        +47  triggered           -- 
 17327  GRB150118C  80075.206  22:14:35.206      0.1s    6.2E-7         -1.2E-7         +1.5E-7    -0.020    0.016   1.3E-5    -0.4E-5    +0.5E-5   286        -94       +204  triggered           -- 
 17260  GRB141229A  42542.652  11:49:02.652      7.6s    4.7E-6         -0.6E-6         +0.8E-6    +0.064    0.064   4.6E-6    -1.3E-6    +1.3E-6   254        -51        +86  triggered           -- 
 17225  GRB141222A  25735.342  07:08:55.342      3.2s    1.1E-5         -0.2E-5         +0.4E-5    +0.038    0.016   1.2E-4    -0.3E-4    +0.3E-4   858       -375      +1067  triggered           -- 
 17207  GRB141220A  21771.666  06:02:51.666        --    4.7E-6         -0.4E-6         +0.5E-6    +8.448    0.064   2.2E-6    -0.4E-6    +0.5E-6   139        -14        +18  triggered           -- 
 17187  GRB141215A  48373.645  13:26:13.645       15s    2.8E-5         -0.3E-5         +0.3E-5   +10.560    0.064   7.7E-6    -0.8E-6    +0.8E-6   241        -17        +28  triggered           -- 
 17182  GRB141212B  48230.404  13:23:50.404      8.0s   1.65E-6        -0.22E-6        +0.38E-6    +0.014    0.064  1.48E-6   -0.24E-6   +0.40E-6   150        -46       +136  triggered           -- 
 17155  GRB141207A  69081.298  19:11:21.298       25s   4.87E-5        -0.34E-5        +0.38E-5    +6.224    0.064  9.62E-6   -2.26E-6   +2.27E-6   723        -72        +87  triggered           -- 
 17136  GRB141202A  40626.305  11:17:06.305      1.4s   4.44E-6        -1.02E-6        +1.47E-6    +0.624    0.016  7.37E-6   -2.00E-6   +2.67E-6   538       -150       +274  triggered           -- 
 17074  GRB141118A  58548.540  16:15:48.540        --    2.3E-6         -0.5E-6         +1.4E-6    +8.448    0.064   1.6E-6    -0.4E-6    +1.0E-6   165        -55       +198  triggered           -- 
 17027  GRB141104A    199.517  00:03:19.517       25s    5.9E-5         -0.4E-5         +0.4E-5    +8.064    0.064   1.6E-5    -0.1E-5    +0.1E-5   160        -13        +16  triggered           -- 
 17024  GRB141102A  46296.656  12:51:36.656      0.6s   1.43E-6        -0.42E-6        +1.28E-6    -0.022    0.016  5.95E-6   -2.53E-6   +7.28E-6   444       -192      +1246  triggered           -- 
 16929  GRB141017A  66374.721  18:26:14.721        --    4.0E-6         -0.5E-6         +0.5E-6    +0.704    0.064   1.8E-6    -0.2E-6    +0.2E-6    97        -10        +12  triggered           -- 
 16907  GRB141011A  24377.666  06:46:17.666      0.1s   1.24E-6        -0.20E-6        +0.02E-6    -0.012    0.002   7.1E-5    -1.7E-5    +0.7E-5   521        -75       +120  triggered           -- 
 16897  GRB141005A  18787.727  05:13:07.727        3s    2.3E-6         -0.2E-6         +0.3E-6    +0.390    0.064   1.6E-6    -0.5E-6    +0.5E-6   104        -14        +18  triggered           -- 
 16868  GRB140930B  70907.149  19:41:47.149      1.0s    8.1E-6         -2.5E-6         +5.1E-6    -0.010    0.016   3.4E-5    -1.1E-5    +2.3E-5  1302       -459      +2009  triggered           -- 
 16854  GRB140928A  37793.602  10:29:53.602       69s    8.6E-5         -1.4E-5         +1.3E-5    +9.248    0.064   1.7E-5    -0.3E-5    +0.3E-5   304        -66        +80  triggered           -- 
 16807  GRB140906C  85872.815  23:51:12.815     0.16s    2.2E-6         -0.5E-6         +0.6E-6    +0.064    0.064   2.2E-6    -0.5E-6    +0.6E-6    --         --         --  triggered           -- 
 16755  GRB140825A   24925.66  06:55:25.660       14s    3.7E-5         -0.2E-5         +0.2E-5    +1.984    0.064   3.7E-5    -0.2E-5    +0.2E-5   142         -7         +7  triggered           -- 
 16719  GRB140818A  19880.472  05:31:20.472      126s   3.68E-5        -0.21E-5        +0.22E-5   +24.304    0.064  2.29E-6   -0.49E-6   +0.49E-6   219        -21        +26  triggered           -- 
 16704  GRB140817A  25319.509  07:01:59.509        --    3.4E-6         -0.3E-6         +0.3E-6    +2.816    0.064   3.0E-6    -0.3E-6    +0.3E-6   118        -18        +29  triggered           -- 
 16679  GRB140810A  67571.433  18:46:11.433      100s    1.5E-4         -0.1E-4         +0.1E-4   +23.104    0.064   1.3E-5    -0.1E-5    +0.1E-5   239        -26        +25  triggered           -- 
 16673  GRB140808A   3239.264  00:53:59.264      338s   3.12E-6        -0.30E-6        +0.33E-6    +0.312    0.064   1.6E-6    -0.4E-6    +0.4E-6   127        -18        +25  triggered         3.29 
 16660  GRB140801A  68394.769  18:59:54.769      7.5s   1.10E-5        -0.04E-5        +0.04E-5    +0.128    0.064   4.6E-6    -0.6E-6    +0.6E-6   108         -4         +5  triggered        1.320 
 16648  GRB140729A   2213.751  00:36:53.751       16s    2.0E-5         -0.2E-5         +0.3E-5    +2.656    0.064   4.5E-6    -1.6E-6    +1.7E-6   592       -122       +187  triggered           -- 
 16628  GRB140723A   5790.357  01:36:30.357       45s    2.3E-5         -0.5E-5         +0.8E-5    -0.064    0.064   5.8E-6    -1.6E-6    +1.9E-6  1142       -452      +1005  triggered           -- 
 16621  GRB140721A  29009.138  08:03:29.138      160s    4.7E-5         -0.4E-5         +0.4E-5   +10.496    0.064   5.0E-6    -0.5E-6    +0.5E-6   153        -15        +19  triggered           -- 
 16605  GRB140716A  37676.966  10:27:56.966      170s    9.4E-6         -1.6E-6         +2.2E-6    +0.354    0.064   2.8E-6    -0.8E-6    +1.1E-6   157        -41        +84  triggered           -- 
 16445  GRB140621A  71407.498  19:50:07.498      6.3s    7.8E-6         -1.8E-6         +2.9E-6    -0.064    0.064   5.6E-6    -1.2E-6    +1.3E-6   740       -260       +640  triggered           -- 
 16429  GRB140619C  81966.864  22:46:06.864      105s    1.1E-4        -0.08E-4        +0.08E-4   +72.832    0.064  2.25E-5   -0.16E-5   +0.16E-5   129        -12        +13  triggered           -- 
 16389  GRB140611A  13864.927  03:51:04.927      0.5s    1.5E-5         -0.3E-5         +0.4E-5    +0.256    0.064   4.5E-5    -0.5E-5    +0.5E-5  1460       -360       +520  triggered           -- 
 16374  GRB140606B  11510.769  03:11:50.769        8s    6.6E-6         -0.5E-6         +0.5E-6    +0.752    0.064   2.9E-6    -0.7E-6    +0.7E-6   254        -27        +33  triggered        0.384 
 16351  GRB140604A  17415.447  04:50:15.447        1s    7.2E-6         -1.8E-6         +2.4E-6    +0.592    0.016   7.2E-6    -1.8E-6    +2.4E-6   795       -236       +414  triggered           -- 
 16345  GRB140529A  34086.312  09:28:06.312        3s    2.6E-6         -0.3E-6         +0.3E-6    +0.248    0.064   2.6E-6    -0.3E-6    +0.3E-6    52        -31        +17  triggered           -- 
 16344  GRB140528A  72325.953  20:05:25.953       16s    2.4E-5         -0.3E-5         +0.3E-5   +10.112    0.064   5.1E-6    -1.3E-6    +1.3E-6   202        -20        +21  triggered           -- 
 16328  GRB140523A  11157.811  03:05:57.811       22s    5.5E-5         -0.4E-5         +0.4E-5    +0.640    0.064   1.6E-5    -0.1E-5    +0.1E-5   212        -17        +18  triggered           -- 
 16265  GRB140512A  70310.769  19:31:50.769      179s    4.8E-5         -0.8E-5         +2.0E-5  +121.856    0.256   3.7E-6    -1.2E-6    +1.3E-6   279        -69       +148  triggered           -- 
 16234  GRB140508A  11038.423  03:03:58.423       80s    7.4E-5         -0.7E-5         +0.8E-5    +2.576    0.064   7.4E-5    -0.7E-5    +0.8E-5   213        -20        +23  triggered         1.03 
 16223  GRB140506A  76059.098  21:07:39.098       64s    6.6E-6         -1.6E-6         +1.8E-6    +0.640    0.064   6.2E-6    -1.9E-6    +2.5E-6   187        -59        +90  triggered        0.889 
 16188  GRB140428B  78275.456  21:44:35.456     0.15s   9.23E-7        -0.95E-7        +0.88E-7    -0.014    0.016  1.43E-5   -0.38E-5   +0.38E-5  1050       -343      +1750  triggered           -- 
 16134  GRB140419A  14811.110  04:06:51.110       80s    5.8E-5         -1.9E-5         +2.8E-5    +7.744    0.064   4.7E-6    -1.9E-6    +1.8E-6   293        -84        +84  triggered        3.956 
 16117  GRB140416A   5196.209  01:26:36.209        --    6.9E-5         -0.1E-5         +0.1E-5    +7.168    0.064   6.9E-5    -0.1E-5    +0.1E-5    97         -4         +4  triggered           -- 
 16056  GRB140330A  15594.217  04:19:54.217        --    3.9E-6         -0.5E-6         +0.6E-6    +0.320    0.064   1.5E-6    -0.4E-6    +0.4E-6   158        -24        +34  triggered           -- 
 16046  GRB140329A  25481.877  07:04:41.877        --    8.5E-5         -0.7E-5         +0.7E-5   +23.744    0.064   2.7E-5    -0.3E-5    +0.3E-5   238        -28        +32  triggered           -- 
 16035  GRB140323A  37392.356  10:23:12.356      130s    3.1E-5         -0.4E-5         +0.7E-5    +5.376    0.064   3.1E-5    -0.4E-5    +0.7E-5   127        -24        +16  triggered           -- 
 16025  GRB140320D  73298.804  20:21:38.804       50s    2.1E-4         -0.1E-4         +0.1E-4   +15.456    0.064   6.7E-5    -0.7E-5    +0.7E-5   575        -30        +32  triggered           -- 
 15943  GRB140308A  13764.906  03:49:24.906       90s   1.01E-4        -0.10E-4        +0.10E-4   +16.976    0.256   8.7E-6    -1.6E-6    +1.6E-6   246        -35         +5  triggered           -- 
 15939  GRB140306A  12581.686  03:29:41.686       75s   1.35E-4        -0.12E-4        +0.12E-4    +4.592    0.256   2.3E-5    -0.2E-5    +0.2E-5  1305       -210       +273  triggered           -- 
 15870  GRB140219A  71162.611  19:46:02.611      2.5s   1.14E-3        -0.02E-3        +0.02E-3    +0.240    0.016  1.44E-3   -0.12E-3   +0.12E-3  2777        -70        +70  triggered           -- 
 15854  GRB140213A  69693.011  19:21:33.011       16s   1.57E-5        -0.09E-5        +0.09E-5    +1.344    0.064  4.10E-6   -0.40E-6   +0.40E-6   100         -4         +4  triggered       1.2076 
 15853  GRB140215A  14831.638  04:07:11.638       15s   1.84E-5        -0.15E-5        +0.15E-5    +4.800    0.064  3.57E-6   -0.35E-6   +0.35E-6   214        -14        +14  triggered           -- 
 15818  GRB140209A  27060.493  07:31:00.493      1.4s    7.2E-6         -0.6E-6         +0.6E-6    +0.280    0.016   7.2E-6    -0.6E-6    +0.6E-6   173        -20        +15  triggered           -- 
 15804  GRB140206B  23769.061  06:36:09.061        --   1.52E-4        -0.09E-4        +0.09E-4    +7.488    0.064  1.73E-5   -0.09E-5   +0.09E-5   227        -18        +18  triggered           -- 
 15670  GRB131231A  17132.361  04:45:32.361        --   1.55E-4        -0.05E-4        +0.05E-4    +7.488    0.064  2.14E-5   -0.13E-5   +0.13E-5   163         -6         +6  triggered        0.644 
 15667  GRB140102A  76656.245  21:17:36.245        --    2.0E-5         -0.2E-5         +0.2E-5    +0.192    0.064   1.3E-5    -0.1E-5    +0.1E-5   185        -19        +19  triggered           -- 
 15639  GRB131229A  23970.560  06:39:30.560       17s   2.45E-5        -0.17E-5        +0.18E-5   +10.976    0.064  1.07E-5   -0.15E-5   +0.15E-5   352        -28        +34  triggered           -- 
 15619  GRB131226A  20858.013  05:47:38.013        7s   1.01E-5        -0.07E-5        +0.08E-5    +2.704    0.064   5.0E-5    -1.0E-5    +1.0E-5   264        -17        +20  triggered           -- 
 15589  GRB131209A  47280.491  13:08:00.491        --    1.4E-5         -0.1E-5         +0.1E-5    +7.744    0.064   3.2E-6    -0.3E-6    +0.3E-6   235        -29        +29  triggered           -- 
 15551  GRB131126A  14048.270  03:54:08.270     140ms    2.1E-6         -0.2E-6         +0.2E-6    +0.016    0.016   2.4E-5    -0.2E-5    +0.2E-5   633        -85        +85  triggered           -- 
 15549  GRB131125A  59572.927  16:32:52.927      0.5s    1.3E-6         -0.2E-6         +0.2E-6    -0.064    0.064   5.7E-6    -1.2E-6    +1.2E-6   638        -62        +62  triggered           -- 
 15530  GRB131127B  51139.678  14:12:19.678        --    4.1E-5         -0.3E-5         +0.3E-5    +4.160    0.064  1.15E-5   -0.08E-5   +0.08E-5   165        -17        +17  triggered           -- 
 15507  GRB131118A  82738.919  22:58:58.919        --   8.40E-5        -0.06E-5        +0.06E-5   +63.296    0.064   5.1E-5    -0.5E-5    +0.5E-5   230        -11        +11  triggered           -- 
 15480  GRB131108A  74512.947  20:41:52.947        --   4.15E-5        -0.25E-5        +0.25E-5    +23.04    0.064  2.10E-5   -0.15E-5   +0.15E-5   340        -11        +11  triggered         2.40 
 15452  GRB131105A   7527.233  02:05:27.233        --    2.3E-5         -0.2E-5         +0.2E-5    +1.600    0.064   2.3E-5    -0.2E-5    +0.2E-5   156        -38        +38  triggered        1.686 
 15428  GRB131031A  41619.496  11:33:39.496        --    4.8E-6         -1.2E-6         +1.2E-6    +0.064    0.064   3.8E-6    -0.5E-6    +0.5E-6    --         --         --  triggered           -- 
 15413  GRB131030A  75377.811  20:56:17.811        --    6.6E-5         -0.4E-5         +0.4E-5   +11.648    0.064   1.0E-5    -0.1E-5    +0.1E-5   177        -10        +10  triggered        1.293 
 15398  GRB131028A   6546.966  01:49:06.966        --   2.41E-4        -0.05E-4        +0.05E-4    +5.760    0.064   6.6E-5    -0.3E-5    +0.3E-5   901        -25        +25  triggered           -- 
 15368  GRB131011B  80208.914  22:16:48.914        --    7.7E-5         -0.3E-5         +0.3E-5    +2.212    0.064   6.0E-6    -0.6E-6    +0.6E-6   270        -18        +18  triggered           -- 
 15338  GRB131014A  18541.405  05:09:01.405        --   2.05E-4        -0.03E-4        +0.03E-4    +1.664    0.064  2.10E-4   -0.04E-4   +0.04E-4   346         -9         +9  triggered           -- 
 15225  GRB130912A  30902.290  08:35:02.290        --    1.6E-6         -0.2E-6         +0.2E-6    -0.032    0.016   1.6E-6    -0.2E-6    +0.2E-6   580        -65        +65  triggered           -- 
 15203  GRB130907A  77955.997  21:39:15.997        --    7.9E-4         -0.5E-4         +0.5E-4  +139.008    0.256   2.2E-5    -0.1E-5    +0.1E-5   394        -11        +11  triggered        1.238 
 15145  GRB130831A  47062.044  13:04:22.044        --    7.6E-6         -0.4E-6         +0.4E-6    +1.600    0.064   7.6E-6    -0.4E-6    +0.4E-6    55         -4         +4  triggered       0.4791 
 15125  GRB130821A  58258.022  16:10:58.022        --    9.9E-5         -0.9E-5         +0.9E-5    +6.784    0.064   1.3E-5    -0.1E-5    +0.1E-5   260        -47        +47  triggered           -- 
 15095  GRB130812B  39316.109  10:55:16.109        --   1.52E-5        -0.03E-5        +0.03E-5    +4.032    0.064   3.5E-6    -0.3E-6    +0.3E-6    78         -3         +3  triggered           -- 
 15081  GRB130804A   1997.053  00:33:17.053        --    1.8E-6         -0.2E-6         +0.2E-6    -0.256    0.016   1.8E-6    -0.2E-6    +0.2E-6   434        -37        +37  triggered           -- 
 15055  GRB130727A  60324.015  16:45:24.015        --    9.0E-6         -1.1E-6         +1.1E-6    +0.064    0.064   9.0E-6    -1.1E-6    +1.1E-6   113        -22        +22  triggered           -- 
 15023  GRB130722A  30001.378  08:20:01.378        --   2.35E-5        -0.12E-5        +0.12E-5    +0.256    0.064  2.35E-5   -0.12E-5   +0.12E-5   179         -5         +5  triggered           -- 
 14958  GRB130701A  15462.161  04:17:42.161        --    5.8E-6         -0.2E-6         +0.2E-6    +0.896    0.064   4.3E-6    -0.4E-6    +0.4E-6    89         -4         +4  triggered        1.155 
 14872  GRB130610B  76879.093  21:21:19.093        --    8.5E-6         -0.4E-6         +0.4E-6    +0.256    0.064   6.0E-6    -0.5E-6    +0.5E-6    62         -9         +9  triggered           -- 
 14856  GRB130609B  77916.818  21:38:36.818        --    9.4E-5         -0.7E-5         +0.7E-5    +3.712    0.064   9.5E-6    -0.6E-6    +0.6E-6   397        -26        +26  triggered           -- 
 14810  GRB130605A         --            --        --        --              --              --        --       --       --         --         --    --         --         --         --           -- 
 14809  GRB130605A  85303.441  23:41:43.441        --    3.4E-6         -0.4E-6         +0.4E-6    +0.320    0.064   2.5E-6    -0.3E-6    +0.3E-6    --         --         --  triggered           -- 
 14803  GRB130606B  42940.544  11:55:40.544        --    4.3E-4         -0.1E-4         +0.1E-4    +8.064    0.064   5.7E-5    -0.3E-5    +0.3E-5   337        -59        +59  triggered           -- 
 14771  GRB130603B  56956.448  15:49:16.448    0.090s    6.6E-6         -0.7E-6         +0.7E-6    +0.128    0.016   1.0E-4    -0.2E-4    +0.2E-4   660       -100       +100  triggered           -- 
 14722  GRB130528A  60085.301  16:41:25.301        --    8.0E-6         -0.7E-6         +0.7E-6    +0.640    0.064   1.7E-6    -0.2E-6    +0.2E-6    93         -9         +9  triggered           -- 
 14720  GRB130527A  51688.300  14:21:28.300        --    1.1E-4        -0.05E-4        +0.05E-4    +3.200    0.064   5.0E-5    -0.3E-5    +0.3E-5  1380       -120       +120  triggered           -- 
 14698  GRB130521B  77073.510  21:24:33.510        --    1.9E-5        -0.15E-5        +0.15E-5    +0.512    0.064   4.3E-6    -0.3E-6    +0.3E-6   151         -9         +9  triggered           -- 
 14677  GRB130518A  50097.501  13:54:57.501        --    1.5E-4        -0.15E-4        +0.15E-4    +1.856    0.064   2.1E-5    -0.2E-5    +0.2E-5   370        -55        +55  triggered           -- 
 14668  GRB130515A  04880.440  01:21:20.440     0.25s    1.1E-6         -0.2E-6         +0.2E-6    -0.016    0.016   2.1E-5    -0.5E-5    +0.5E-5   410        -90        +90  triggered           -- 
 14587  GRB130504C  84544.491  23:29:04.491        --    2.0E-4         -0.1E-4         +0.1E-4   +21.440    0.064   2.0E-4    -0.1E-4    +0.1E-4   452        -49        +49  triggered           -- 
 14575  GRB130505A  30147.038  08:22:27.038        5s   3.13E-4        -0.06E-4        +0.06E-4    +2.496    0.064   6.9E-5    -0.3E-5    +0.3E-5   631        -31        +31  triggered         2.27 
 14565  GRB130504B  27119.723  07:31:59.723    0.430s    9.3E-6         -0.9E-6         +0.9E-6    +0.320    0.016   5.0E-5    -0.9E-5    +0.9E-5   980       -125       +125  triggered           -- 
 14542  GRB130502B  28272.763  07:51:12.763        --   1.13E-4        -0.04E-4        +0.04E-4   +29.944    0.064  1.81E-5   -0.08E-5   +0.08E-5   293         -9         +9  triggered           -- 
 14487  GRB130427A  28029.501  07:47:09.501       20s   2.68E-3        -0.01E-3        +0.01E-3   +18.688    0.016  2.68E-3   -0.01E-3   +0.01E-3  1028         -8         +8  triggered         0.34 
 14447  GRB130425A  28280.029  07:51:20.029       80s    5.9E-5         -0.7E-5         +0.7E-5   +39.808    0.064   7.1E-6    -0.6E-6    +0.6E-6   167        -17        +17  triggered           -- 
 14368  GRB130408A  78701.184  21:51:41.194       15s    1.2E-5         -0.2E-5         +0.2E-5    +3.328    0.064   1.2E-5    -0.2E-5    +0.2E-5   211        -29        +29  triggered        3.758 
 14356  GRB130320B  48251.726  13:24:11.726      380s    7.8E-5         -0.3E-5         +0.3E-5    +0.704    0.064   7.2E-6    -1.8E-6    +1.8E-6   340       -190       +190  triggered           -- 
 14348  GRB130327B  30247.662  08:24:07.662       35s    5.6E-5         -0.5E-5         +0.5E-5    +4.352    0.064   4.9E-6    -0.5E-6    +0.5E-6   278        -18        +18  triggered           -- 
 14338  GRB130325A  17516.880  04:51:56.880        8s    8.1E-6         -1.4E-6         +1.4E-6    +0.704    0.064   3.7E-6    -0.4E-6    +0.4E-6   186        -28        +28  triggered           -- 
 14328  GRB130320A  25724.822  07:08:44.822       20s    2.6E-5        -0.05E-5        +0.05E-5    +0.960    0.064  1.85E-5    -0.1E-5    +0.1E-5   295         -7         +7  triggered           -- 
 14285  GRB130310A  72588.897  20:09:48.897        3s    3.0E-5         -0.3E-5         +0.3E-5    +0.000    0.016   3.6E-4    -0.2E-4    +0.2E-4   855       -270       +270  triggered           -- 
 14275  GRB130306A  85669.636  23:47:49.636      700s    2.9E-4        -0.05E-4        +0.05E-4    +8.768    0.064   2.9E-4   -0.05E-4   +0.05E-4   212        -10        +10  triggered           -- 
 14262  GRB130305A  41953.135  11:39:13.135       30s    8.5E-5         -0.6E-5         +0.6E-5    +4.480    0.064   1.6E-5    -0.1E-5    +0.1E-5   640        -45        +45  triggered           -- 
 14250  GRB130219A  66950.352  18:35:50.352      117s    4.2E-5         -0.4E-5         +0.4E-5   +81.152    0.064   2.4E-6    -0.2E-6    +0.2E-6    95         -8         +8  triggered           -- 
 14104  GRB121225B  36066.467  10:01:06.467       75s    9.0E-5         -0.7E-5         +0.7E-5    +4.288    0.064   9.9E-6    -0.9E-6    +0.9E-6   230        -20        +20  triggered           -- 
 14022  GRB121127A  78957.290  21:55:57.290     0.25s    3.8E-6         -0.8E-6         +0.8E-6    +0.016    0.016   2.6E-5    -0.6E-5    +0.6E-5   600       -170       +170  triggered           -- 
 14010  GRB121128A  18353.307  05:05:53.307       30s    7.0E-6         -0.6E-6         +0.6E-6    +5.568    0.064  2.05E-6   -0.15E-6   +0.15E-6    76         -4         +4  triggered         2.20 
 14005  GRB121122A  76497.048  21:14:57.048       12s    4.1E-5         -0.1E-5         +0.1E-5    +1.728    0.064   1.0E-5    -0.1E-5    +0.1E-5   183         -4         +4  triggered           -- 
 13979  GRB121118B  80847.239  22:27:27.239        --    8.5E-5         -0.3E-5         +0.3E-5   +13.696    0.064   1.0E-5    -0.6E-5    +0.6E-5   520        -64        +64  triggered           -- 
 13870  GRB121011B  81140.083  22:32:20.083     0.35s    2.8E-6         -0.3E-6         +0.3E-6    +0.112    0.016   2.3E-5    -0.4E-5    +0.4E-5   670       -340       +340  triggered           -- 
 13789  GRB120919B  04499.597  01:14:59.401        --    3.1E-5         -0.5E-5         +0.7E-5   +13.056    0.256   4.3E-6    -0.9E-6    +1.1E-6   250        -60       +190  triggered           -- 
 13787  GRB120919A  26678.597  07:24:38.597        8s    1.4E-5         -0.1E-5         +0.1E-5    +2.432    0.064   4.1E-6    -0.5E-6    +0.5E-6   225        -19        +23  triggered           -- 
 13781  GRB120916A  14864.136  04:07:44.136       30s    1.7E-5         -0.3E-5         +0.3E-5    +4.864    0.064   4.5E-6    -1.5E-6    +1.5E-6   335        -90        +65  triggered           -- 
 13758  GRB120911B  23172.213  06:26:12.213       30s    3.0E-4         -0.1E-4         +0.1E-4   +15.232    0.064   3.8E-5    -0.4E-5    +0.4E-5   950        -50        +50  triggered           -- 
 13707  GRB120830A  25623.562  07:07:03.562      0.9s    4.8E-6         -0.7E-6         +1.1E-6    +0.080    0.016   1.6E-5    -0.5E-5    +0.5E-5  1070       -200       +240  triggered           -- 
 13676  GRB120816B  86298.852  23:58:18.852      0.8s    9.7E-5         -0.5E-5         +0.5E-5    +0.768    0.016   2.3E-4    -0.2E-4    +0.2E-4  2320       -130       +140  triggered           -- 
 13674  GRB120817B  14553.388  04:02:33.388     0.08s    4.1E-6         -1.0E-6         +1.1E-6    +0.064    0.016   1.2E-4    -0.3E-4    +0.3E-4  1740       -520       +890  triggered           -- 
 13621  GRB120811B  01231.575  00:20:31.575     0.33s    4.6E-6         -0.9E-6         +1.0E-6    +0.256    0.016   2.8E-5    -0.6E-5    +0.7E-5  1130       -230       +310  triggered           -- 
 13552  GRB120728B  37534.985  10:25:34.985      250s   1.20E-4        -0.15E-4        +0.15E-4   +57.472    0.064   3.8E-6    -0.4E-6    +0.4E-6    77         -5         +4  triggered           -- 
 13488  GRB120716A  61507.357  17:05:07.357      230s    1.4E-6         -0.3E-6         +1.0E-6  +181.760    0.064   3.3E-6    -0.8E-6    +2.7E-6   380        -50        +50  triggered           -- 
 13446  GRB120711A  09955.810  02:45:55.810        --    3.8E-4         -0.2E-4         +0.2E-4   +32.576    0.064   3.6E-5    -0.4E-5    +0.4E-5  1060        -60        +60  triggered        1.405 
 13440  GRB120709A  76303.609  21:11:43.609       25s    1.8E-5         -0.9E-5         +1.0E-5   +11.968    0.064   6.4E-6    -1.6E-6    +2.5E-6   414       -117       +233  triggered           -- 
 13425  GRB120707A  69146.810  19:12:26.810       95s   1.35E-4        -0.15E-4        +0.15E-4   +24.064    0.256  1.35E-4   -0.15E-4   +0.15E-4   190        -37        +41  triggered           -- 
 13412  GRB120703A  62723.578  17:25:23.578     12.5s    7.7E-6         -1.0E-6         +1.0E-6    +0.960    0.064   7.7E-6    -1.0E-6    +1.0E-6   295        -56        +88  triggered           -- 
 13382  GRB120624B  80406.904  22:20:06.904      300s   2.75E-4         -0.1E-4         +0.1E-4   +235.28    0.944   3.0E-6    -0.6E-6    +0.7E-6   530        -80        +90  triggered           -- 
 13378  GRB120624A  26662.982  07:24:22.982      0.3s    3.3E-5         -0.3E-5         +0.3E-5    +0.048    0.016   2.0E-4    -0.3E-4    +0.3E-4  3350       -460       +550  triggered           -- 
 13371  GRB120617A  54167.025  15:02:47.025      0.5s    2.1E-6         -0.2E-6         +0.2E-6    +0.256    0.016   1.5E-5    -0.3E-5    +0.4E-5   180        -40        +70  triggered           -- 
 13366  GRB120602A  18000.228  05:00:00.228       70s    3.6E-4         -0.1E-4         +0.1E-4   +54.912    0.064   3.9E-5    -0.5E-5    +0.5E-5   300        -10        +10  triggered           -- 
 13354  GRB120603A  37934.201  10:32:14.201      0.3s    1.0E-6         -0.1E-6         +0.1E-6    -0.064    0.064   6.2E-6    -1.1E-6    +1.1E-6   560        -60        +60  triggered           -- 
 13341  GRB120522A  11467.377  03:11:07.377       13s    2.5E-5         -0.2E-5         +0.2E-5    +6.528    0.064   9.3E-6    -0.9E-6    +0.9E-6   381        -33        +40  triggered           -- 
 13315  GRB120519A  62298.004  17:18:18.004      1.2s    3.7E-6         -1.1E-6         +1.5E-6    +0.256    0.016   1.3E-5    -0.4E-5    +0.5E-5   740       -240       +450  triggered           -- 
 13272  GRB120427A  04651.927  01:17:31.927        5s    7.8E-6         -1.1E-6         +1.1E-6    +1.600    0.064   2.6E-6    -0.4E-6    +0.4E-6   133        -14         +7  triggered           -- 
 13268  GRB120426A  07755.610  02:09:15.610      3.2s    1.9E-5         -0.1E-5         +0.1E-5    +1.344    0.064   1.3E-5    -0.1E-5    +0.1E-5   140         -8         +7  triggered           -- 
 13158  GRB120328B  23186.645  06:26:26.645       50s    1.2E-4         -0.1E-4         +0.1E-4    +4.352    0.256   1.2E-4    -0.1E-4    +0.1E-4   267        -30        +36  triggered           -- 
 13103  GRB120323A  43815.970  12:10:15.970      0.5s   1.03E-5        -0.07E-5        +0.07E-5    +0.016    0.016   7.2E-5    -0.9E-5    +0.9E-5   331        -50        +64  triggered           -- 
 13100  GRB120324A  21550.757  05:59:10.757       65s    4.5E-5         -1.2E-5         +1.2E-5    +0.768    0.256   4.5E-5    -1.2E-5    +1.2E-5   445        -80       +117  triggered           -- 
 13074  GRB120316A  00672.966  00:11:12.966       32s    2.3E-5         -0.4E-5         +0.5E-5    +9.216    0.256   2.5E-6    -0.5E-6    +0.7E-6   539       -109       +167  triggered           -- 
