   GCN        Name       Time    TimeHHMMSS  Duration   Fluence  Err_Fluence(-)  Err_Fluence(+)      PFti  PFscale       PF  Err_PF(-)  Err_PF(+)    Ep  Err_Ep(-)  Err_Ep(+)       Mode  Z(Redshift) 
 /5984  GRB061222A  12614.682  03:30:14.682      100s   2.66E-5        -0.23E-5        +0.43E-5    +5.312    0.064  5.65E-6   -1.19E-6   +1.42E-6   283        -42        +59  triggered           -- 
 /5890   GRB061201  57514.558  15:58:34.558      0.6s   5.33E-6        -4.44E-6        +0.70E-6    +0.528    0.016  3.19E-5   -2.72E-5   +0.72E-5   873       -284       +458  triggered           -- 
 /5841   GRB061122  28608.132  07:56:48.132       10s   2.31E-5        -0.12E-5        +0.05E-5    +3.104    0.064  8.81E-6   -1.05E-6   +0.83E-6   160         -7         +8  triggered           -- 
 /5748   GRB061021  56348.304  15:39:08.304       10s   9.93E-6        -4.14E-6        +0.69E-6    +0.608    0.256  3.72E-6   -1.62E-6   +0.53E-6   777       -237       +549  triggered           -- 
 /5722   GRB061007  36489.344  10:08:09.344       90s   2.49E-4        -0.12E-4        +0.17E-4   +39.488    0.064  1.95E-5   -0.24E-5   +0.31E-5   399        -18        +19  triggered         1.26 
 /5710   GRB061006  60326.896  16:45:26.896      0.5s   3.57E-6        -1.92E-6        +0.31E-6    +0.028    0.016  2.13E-5   -1.20E-5   +0.41E-5   664       -144       +227  triggered           -- 
 /5689   GRB060928   4622.782  01:17:02.782       15s   2.83E-5        -0.25E-5        +0.12E-5  +198.912    0.256  3.54E-4   -0.14E-4   +0.19E-4   381        -34        +41  triggered           -- 
 /5570   GRB060912  50157.788  13:55:57.788        8s      4E-6              --              --        --    0.256   1.8E-6         --         --    --         --         --  triggered           -- 
 /5518  GRB060904A   3853.821  01:04:13.821       80s   1.59E-5        -0.21E-5        +0.40E-5    -0.128    0.256  1.59E-5   -0.21E-5   +0.40E-5   163        -31        +31  triggered           -- 
 /5498   GRB060901  67439.385  18:43:59.385        8s   1.51E-5        -0.19E-5        +0.14E-5     2.496    0.256  1.51E-5   -0.19E-5   +0.14E-5   191        -30        +40  triggered           -- 
 /5460   GRB060814  82954.447  23:02:34.447       40s   2.69E-5        -0.79E-5        +0.12E-5    +0.576    0.256  2.13E-6   -0.55E-6   +0.29E-6   257        -58       +122  triggered           -- 
 /5446   GRB060813  82221.576  22:50:21.576        6s   1.18E-5        -0.07E-5        +0.07E-5    +5.136    0.064  2.96E-6   -0.58E-6   +0.58E-6   192        -18        +20  triggered           -- 
 /5264   GRB060614  45831.590  12:43:51.590        6s   8.19E-6        -2.52E-6        +0.56E-6     0.032    0.064  4.50E-6   -1.53E-6   +0.72E-6   302        -85       +214  triggered           -- 
 /5113  GRB060510A  27796.301  07:43:16.301       25s   2.55E-5        -0.22E-5        +0.07E-5    +7.488    0.064  4.29E-6   -0.72E-6   +0.63E-6   184        -24        +36  triggered           -- 
 /5038  GRB060427B  85912.029  23:51:52.029        --   4.95E-6        -3.53E-6        +0.71E-6    -0.012    0.016  4.30E-5   -3.27E-5   +1.27E-5  1746       -582       +962  triggered           -- 
 /4881   GRB060313    726.354  00:12:06.354      0.8s   1.42E-5        -0.85E-5        +0.10E-5     0.560    0.016   7.0E-5    -4.3E-5    +1.0E-5   922       -177       +306  triggered           -- 
 /4763   GRB060213  47469.517  13:11:09.517       60s  1.599E-4       -0.082E-4       +0.066E-4    +0.320    0.016  6.95E-5   -1.84E-5   +1.82E-5  1061        -43         +3  triggered           -- 
 /4564   GRB060121  80700.890  22:25:00.890        2s   4.71E-6        -3.71E-6        +0.44E-6    +0.448    0.064  1.64E-5   -1.32E-5   +0.18E-5   134        -17        +32  triggered           -- 
 /4542   GRB060117  24597.852  06:49:57.852       20s   2.97E-5        -0.13E-5        +0.13E-5   +21.504    0.016  2.97E-5   -0.13E-5   +0.13E-5    89         -5         +5  triggered           -- 
 /4439   GRB060105  24544.371  06:49:04.371       60s   7.86E-5        -0.37E-5        +0.19E-5   +58.880    0.256  6.55E-6   -0.45E-6   +0.19E-6   424        -22        +25  triggered           -- 
 /4394  GRB051221A   6672.976  01:51:12.976        --    3.2E-6         -1.7E-6         +0.1E-6    +0.256    0.015   3.2E-6    -1.7E-6    +0.1E-6   402        -72        +93  triggered       0.5465 
 /4238  GRB051109A   4342.541  01:12:22.541       11s    4.0E-6         -3.4E-6         +0.3E-6    +8.448    0.256   5.8E-7    -4.9E-7    +0.3E-7   161        -58       +224  triggered        2.346 
 /4183   GRB051028  48967.159  13:36:07.159       12s   6.78E-6        -1.08E-6        +0.61E-6        --    0.256  6.78E-6   -1.08E-6   +0.61E-6   298        -50        +73  triggered           -- 
 /4150   GRB051022  47305.298  13:08:25.298      200s   2.61E-4        -0.11E-4        +0.06E-4        --    0.064  2.61E-4   -0.11E-4   +0.06E-4   510        -33        +37  triggered           -- 
 /4078   GRB051008  59600.762  16:33:20.762      280s    5.4E-5              --              --    +8.192    0.256   5.4E-5         --         --   865       -136       +178  triggered           -- 
 /4030  GRB050922C  71754.480  19:55:54.480        5s    7.3E-6         -0.5E-6         +0.5E-6    +8.448    0.128   4.5E-6    -0.7E-6    +0.7E-6    --         --         --  triggered         2.17 
 /3640   GRB050717  37857.426  10:30:57.426        --    6.0E-5              --              --   +51.712    0.064   1.2E-5         --         --  1890       -760      +1600  triggered           -- 
 /3619  GRB050713A  16141.745  04:29:01.745       16s   1.22E-5        -0.08E-5        +0.08E-5    +8.448    0.064   1.7E-6    -0.4E-6    +0.4E-6   312        -50        +50  triggered           -- 
 /3518   GRB050603  23340.767  06:29:00.767        6s   3.41E-5        -0.06E-5        +0.06E-5        --    0.016   3.2E-5    -0.2E-5    +0.2E-5   349        -28        +28  triggered           -- 
 /3474   GRB050525    176.704  00:02:56.704     11.5s   7.84E-5        -0.06E-5        +0.06E-5        --    0.016   8.7E-6    -0.7E-6    +0.7E-6  84.1       -1.7       +1.7  triggered           -- 
 /3179   GRB050401  51611.344  14:20:11.344       36s   1.93E-5        -0.04E-5        +0.04E-5        --       --  2.45E-6   -0.12E-6   +0.12E-6   132        -16        +16  triggered         2.90 
 /3152   GRB050326  35633.347  09:53:53.347       38s   3.22E-5        -0.05E-5        +0.05E-5        --       --   6.0E-6    -0.3E-6    +0.3E-6   201        -24        +24  triggered           -- 
 /2641   GRB040810         --  14:15:43.177      124s    1.4E-4              --              --        --    0.256   1.0E-5         --         --   206        -11        +11         --           -- 
